material_id,composition
mp-19210,Co1 Pt1 O2
mp-19247,Sc1 V1 O4
mp-19306,Fe3 O4
mp-19326,Mn1 O2
mp-19387,Cd1 W1 O4
mp-1953,Ti1 Al1
mp-1973,Nb1 Ga3
mp-19800,Fe11 Si5
mp-19856,Sn1 Pt1
mp-19906,Zr2 In1 Ni2
mp-19946,Y1 In1 Cu2
mp-20112,Ni3 Sn1
mp-20133,Nb1 Cr1 N1
mp-20227,Na1 Mn1 P1
mp-20233,Ca1 Mn1 Sn1
mp-20329,In1 Ag1 O2
mp-20352,Ba3 In2 O6
mp-20382,Ti6 Sn5
mp-20516,In1 Pt3
mp-20623,K2 Cd1 C4 N4
mp-2070,Co1 S2
mp-20738,Fe1 Si2
mp-20949,Mn1 Si1 Ni1
mp-20987,Y1 Zn1 Sn1
mp-21023,Ti3 Sn1 C2
mp-2105,Hf3 Si2
mp-21237,Co1 Ge1
mp-2126,Hf1 Ir3
mp-21264,Os1 N2
mp-21276,Pb1 S1
mp-21296,Pt1 Pb4
mp-2136,Sb2 O3
mp-2142,Te2 Os1
mp-2152,Y1 Ni5
mp-2156,Ti1 S2
mp-216,Sc2 O3
mp-2203,Y1 B6
mp-22087,Ta1 Ru3 C1
mp-2229,Zn1 O1
mp-22315,Hf1 Co1 Sn1
mp-22344,Sn7 Ru3
mp-22467,Sn1 Pb2 O4
mp-22510,Fe1 Ge1
mp-22610,Mn2 Sn1 W1
mp-22693,Te2 W1
mp-22795,Pb2 Au1
mp-22899,Li1 I1
mp-22905,Li1 Cl1
mp-22925,Ag1 I1
mp-23002,Ti1 Br1 O1
mp-2305,Mo1 C1
mp-2310,Cd1 O2
mp-2327,Ti1 Zn16
mp-23304,Rb3 Bi1
mp-23431,Cs1 Cu2 I3
mp-23488,Tl5 Se2 I1
mp-23702,Li1 H2 N1
mp-2371,Ga2 Te5
mp-23715,Ba1 H2
mp-23804,Mg2 Fe1 H6
mp-24428,K1 H2 N1
mp-246,Ti1 F3
mp-24726,Ti1 H2
mp-2501,B1 Mo2
mp-25385,Li1 Cu2 O4
mp-2564,Sr1 Mg1
mp-2577,Mn3 Rh1
mp-2658,Al1 Fe1
mp-266,Zr2 Pd1
mp-2662,Mn1 P1
mp-2691,Cd1 Se1
mp-2697,Sr1 O2
mp-27276,Si12 Ni31
mp-27294,Ca3 As1 Br3
mp-27456,Ba1 Br2
mp-27689,P1 H4 Br1
mp-27769,V3 As1 C1
mp-27828,Cs2 Ti1 Cl6
mp-27932,Li9 Ge4
mp-28266,P2 Pd1
mp-28283,Cs1 Ti1 Cl3
mp-28336,Li3 P7
mp-28568,Rb3 Cu1 O2
mp-2884,Cs2 Mn3 S4
mp-28919,Hf3 Te2
mp-28945,Si2 Ni1 P3
mp-29207,Sr1 Mn1 Bi2
mp-29308,Na5 Co2 S5
mp-29556,Tl2 W1 Cl6
mp-29725,Y1 B1 Rh3
mp-2998,Ba1 Ti1 O3
mp-30047,Sn2 Mo1
mp-30433,Ba1 Sn3 Pt1
mp-30434,Ba1 Tl2
mp-30491,Mg1 Cd3
mp-3054,Li2 C1 O3
mp-30672,Ti3 Ga1
mp-30787,Mo1 Rh3
mp-30797,Nb5 Te4
mp-30819,Li1 Al2 Pt1
mp-30820,Li2 Al1 Rh1
mp-30850,Ta1 Pt3
mp-3103,Nb4 Al1 C3
mp-31172,Ca5 Ag3
mp-31438,Y1 Zr1 Sb1
mp-31453,Nb1 Sb1 Rh1
mp-31455,V1 Sb1 Ru1
mp-33009,Mn1 O2
mp-33018,Rb3 Sb1
mp-3498,Hf1 Ga1 Ni2
mp-34993,Li1 Al1 O2
mp-3524,Li1 P1 N2
mp-35785,Y2 Cd1 S4
mp-361,Cu2 O1
mp-36248,H4 Br1 N1
mp-3642,Sc1 Cu1 O2
mp-3795,Na1 Zn1 F3
mp-3854,Y1 Mn2 Si2
mp-3881,Ba1 Zn1 F4
mp-402,Cd1 P2
mp-4163,Ca3 Ti2 O7
mp-4247,Na1 Zn1 Sb1
mp-4264,K2 S2 O5
mp-437,Mg1 Au1
mp-4492,Mn1 Co2 Si1
mp-4499,Mg1 Al1 Si1
mp-4524,Zn1 Ge1 P2
mp-4612,Ti1 Co2 Ge1
mp-4678,Zr2 Al1 N1
mp-4771,Ti1 Al1 Cu2
mp-4876,Tl3 Sb1 Se3
mp-505206,Ta3 Si1 Te6
mp-505215,Ba1 Cu6 As2
mp-510346,In5 Se5 Br1
mp-510421,Cr1 O3
mp-514,Hf1 Zn2
mp-5158,K1 N1 O3
mp-5348,Mg1 C1 O3
mp-535,Fe4 N1
mp-540231,Li2 Fe1 P2 O7
mp-540771,Ba1 Zr1 S3
mp-540839,Cs1 Pb1 I3
mp-540925,Hg2 As1 F6
mp-542136,Na3 P1 S1 O3
mp-542488,Mg1 Co1
mp-5461,Rb3 Ta1 O8
mp-546711,Cs1 Cl1 O4
mp-5486,Ca1 Cu2 Si2
mp-5504,Ba1 C1 O3
mp-552663,Li1 Sc1 As2 O7
mp-554252,K2 Na1 Cr1 F6
mp-555934,V1 F2
mp-556041,Ba2 Ni1 F6
mp-556084,K1 Cl1 O3
mp-556194,Sr1 Sb1 Se2 F1
mp-556911,Fe1 F2
mp-557233,Al1 Tl1 F4
mp-557403,Li1 Fe2 F6
mp-558733,Si1 O2
mp-559847,Ag5 P1 S4 Cl2
mp-560242,Na1 Mn1 F3
mp-561317,Rb2 Ni1 F4
mp-561543,Be1 F2
mp-567345,Nb1 Rh1
mp-567397,W2 C1
mp-567681,Cs1 Pb1 Br3
mp-567747,Co7 Mo6
mp-568106,Mg41 Al67
mp-568186,Y1 Ru2
mp-568306,Mg5 Si6
mp-568428,K1 Na1 B2 H8
mp-568495,Cu10 Sn3
mp-568610,Bi1
mp-568789,Ti1 Se1
mp-568803,Mg1 B12 C2
mp-569007,Ga1
mp-569018,Mg3 Bi2
mp-570001,Al6 Fe1
mp-570485,Sr1 Al1 Si1 H1
mp-570641,Si1 C1
mp-570657,Mg2 Si1
mp-570670,Y1 Os2
mp-571193,Mn1 P4
mp-571367,Hf1 Co2 Si2
mp-571454,Li1 Ag1 C2
mp-571594,K3 Ag1 Sn3 Se8
mp-580234,Fe3 Rh1 N1
mp-583030,Mn1 Sn1 Pt1
mp-605860,Ba2 Li1 N1
mp-606393,Nb1 Br3 O1
mp-608,Ti1 Co3
mp-609151,Mg1 W1 O4
mp-613,Te2 Pd3
mp-614013,Cs1 Sn1 I3
mp-616458,Cs2 C1 O3
mp-617,Pt1 O2
mp-631424,Re1 W2 Br1
mp-631535,Be1 W2 Cl1
mp-632319,Cs1 H1
mp-640073,Fe1 Cu1 S2
mp-643063,Nb1 Se2
mp-643370,Ba2 Mg1 H6
mp-643431,Ag1 H4 W1 S4 N1
mp-649774,Cu1 Sb1 Pb1 S3
mp-665,Sn1 Se2
mp-675078,Ba1 Fe2 S4
mp-675460,Li1 Ti1 Cl3
mp-675464,Cd1 In2 O4
mp-676,Ca1 N6
mp-682,Na1 F1
mp-6914,Ca1 Ga1
mp-696128,Li10 Ge1 P2 S12
mp-697096,Na2 H4 Pt1
mp-7092,Ti1 Si1
mp-7112,Sr2 Cu3 S2 O2
mp-715,Zr1 Ir2
mp-7189,Al1 Pd1
mp-7285,Hf1 Ni3
mp-730,P2 Pt1
mp-7339,Ba1 Si1 O3
mp-739,Ti1 P1
mp-742,Ti2 Cu1
mp-7421,K1 Zn1 As1
mp-7467,Rb1 Cu1 O2
mp-752398,Ba1 Cu1 O2
mp-752849,Y2 Pb2 O7
mp-753605,Li1 Cu1 S1
mp-753619,Ba1 Sr1 O2
mp-753982,Li3 Cr1 S4
mp-754358,Zn1 Se1 O4
mp-754455,Sc2 O3
mp-754812,Al2 O3
mp-755219,Sc1 Tl1 O2
mp-755441,Sr1 Ta1 N1 O2
mp-755465,Hg2 Pt2 O7
mp-755594,Zn1 Re1 O4
mp-755759,Zr1 O2
mp-756214,Y1 Al1 O3
mp-7574,Al1 B1 Mo1
mp-759541,Ba1 Pd2 O4
mp-760401,Nb3 O7 F1
mp-760439,Ta1 Ti1 O4
mp-760539,Li2 Ti3 O6
mp-761563,Mn2 Fe1 O3
mp-768197,Li5 Sb1 S4
mp-768305,Sr2 Hf1 O4
mp-786,Mn1 Sb1
mp-7908,Al2 Zn1 Te4
mp-7916,Hf1 Si1 S1
mp-8016,Al1 Cu1 Se2
mp-8053,Y1 Co1
mp-861507,Sc1 Al1 Ir2
mp-861625,Li1 Zn1 Ag2
mp-861641,Ti2 Co1 Re1
mp-861672,Ti2 Fe1 Ir1
mp-8623,K2 Te2 Pt1
mp-862424,Sc2 Tc1 Ni1
mp-862555,Li1 Y2 Al1
mp-862669,Be1 Fe2 Si1
mp-862711,Sc2 Cd1 In1
mp-864597,Li1 Mg1 Tl2
mp-864734,Hf1 In1 Pd2
mp-864735,Mn3 Ir1
mp-8648,Ti1 Fe1 Si1
mp-864840,Nb1 Zn1 Ru2
mp-864898,Na2 Tl1 Bi1
mp-864988,Mn2 Al1 Cr1
mp-865166,Hf1 Pd5
mp-865278,Nb1 Al1 Os2
mp-865441,Ti1 Al1 Pd2
mp-865523,Ti1 Mn1 Rh2
mp-865569,Ti2 Mn1 Ir1
mp-865592,Y2 Zn1 Ru1
mp-865611,Mg1 Rh3
mp-865737,Li2 In1 Sn1
mp-865842,Ti2 Os1 Ru1
mp-865870,Li1 Zr2 Os1
mp-865919,Mg1 Al1 Ag2
mp-865926,Cd2 Pd1 Rh1
mp-865928,Ti2 Tc1 Pt1
mp-865985,Cd1 Pd3
mp-865989,Al2 Ir1 Ru1
mp-866012,Hf2 Zn1 Re1
mp-866073,Mg1 Sn1 Rh2
mp-866079,Mg1 Sc2 Ru1
mp-866152,Ti1 Be1 Co2
mp-866163,Y1 In1 Rh2
mp-866169,K1 Tl2 Bi1
mp-866223,Ca1 Y1 Hg2
mp-867114,Ta1 Be1 Ru2
mp-867123,Ta1 Ti1 Os2
mp-867235,Li1 Y2 Ir1
mp-867272,Li1 Al1 Cu2
mp-867837,Be1 Cr1 Ru2
mp-867842,Sc1 In1 Rh2
mp-8689,V4 Ge1 Se8
mp-886,Ga2 O3
mp-8882,Ga1 P1
mp-8884,Zn1 Te1
mp-892,Sc1 Pt1
mp-9010,Rb1 Au1 S1
mp-9056,Zr1 Pd1 F6
mp-9063,Rb1 Se1
mp-9195,Ba1 Cu1 Se1 F1
mp-9289,Zr1 Sn1 Te1
mp-9307,Ba2 Zn1 N2
mp-949028,Sn1
mp-952566,Na1 Sn1 Sb1
mp-9556,Sr1 Zn1 Si1
mp-9570,Ca1 Cd2 P2
mp-9573,Na1 Be1 As1
mp-9577,Ca3 Al2 Si2
mp-9583,K2 Zn1 F4
mp-961651,Zr1 Fe1 Se1
mp-961658,V1 Fe1 Se1
mp-961687,Zr1 Sn1 Pd1
mp-961725,Cr1 Ge1 Rh1
mp-971733,Zn1 Ga1 O3
mp-971739,Zn1 Cu1 Pt2
mp-971891,Zn2 Pd1 Au1
mp-972898,Sc2 Ga1 Au1
mp-972985,K1 Pd1 O3
mp-973166,Na1 Cd3
mp-973269,Sb1 Te1 O3
mp-973342,Sb1 Rh3
mp-973446,K3 W1
mp-973966,Li1 In1 I4 O12
mp-9744,Ba1 As1 Pd1
mp-974625,Re3 Ru1
mp-974738,K1 Sr3
mp-975208,Rb1 Ru1 O3
mp-975236,Rb1 Pt1 O3
mp-975272,Hg1
mp-975906,Li1 Al3
mp-976060,Li3 C1
mp-976236,Na1 Ca1 Tl2
mp-976281,Li3 Pd1
mp-976943,Na1 Re3
mp-977059,Mg1 Pd5
mp-977390,Ta3 Ru1
mp-977407,Hf2 Re1 Rh1
mp-977463,Mg1 Mn1 Rh2
mp-977537,Zr1 Cd1 Rh2
mp-977585,Zr3 Tl1
mp-978270,Mg1 Zr3
mp-978281,Mg3 Ga1
mp-978508,Si3 Os1
mp-978523,Sc2 Zn1 Cu1
mp-978986,Sr1 Ge2 Pd2
mp-979,Zr1 Sb2
mp-980749,V1 Fe1 Ru2
mp-9814,Cu3 Sb1 Se4
mp-982245,Pb1 Au1 O3
mp-982667,Li1 Al2 Os1
mp-982734,W1 N2
mp-9843,Sr3 Al2 P4
mp-985280,Co3 Bi1
mp-985285,Co1 Hg3
mp-985579,Al1 Fe2
mp-9880,Y1 B2 C1
mp-989540,Sr6 Sn2 N1 O1
mp-989542,Ba6 Tl2 N1 Cl1
mp-989568,Cs2 Na1 Mg1 F6
mp-9929,Zr1 Cu1 Si1 As1
mp-9938,Hf2 Si1
mp-995214,H6 Pb1 C1 I3 N1
mp-9969,Sc1 Si1
mp-997025,Pb1 Au1 O2
mp-998554,K1 Ag1 Cl3
mp-9986,Cs1 Au1 O1
mp-998980,Ti1 Al1 Fe1 Co1
mp-999294,Pd3 N1
mp-999317,Os1 N1
mp-999318,Ni1 Bi1
mp-999389,Nb1 Fe3
mp-999460,Na1 Sc1 S2
mvc-13691,Y1 V1 O3
mvc-14006,Al1 Mo1 O3
mvc-14558,Mg2 Ti1 N2
mvc-15452,Y1 Mo1 O3
mp-1001581,Li1 C6
mp-1001789,Ir1 C1
mp-1001914,Li2 Sn1 Ir1
mp-1002105,V1 N1
mp-10048,Ga1 As1
mp-1006880,Bi1 B1
mp-1008274,Co3 W1
mp-1008524,Be1 Se1
mp-1008557,Al1 B1 N2
mp-1008634,Au1
mp-1008860,Nb1 S2
mp-1008929,Fe1 N1
mp-1009088,Be1 Ge1 As2
mp-1009746,Sc1 P1
mp-1009836,Zr1 N1
mp-1009838,Zr1 N1
mp-1013716,Ba3 Bi1 As1
mp-1016827,Mg1 Ge1 O3
mp-1016854,Mn1 Cd1 O3
mp-1016931,V1 Zn1 O3
mp-1017515,Mn2 Co1 As1
mp-1017532,V1 N1
mp-1017555,Cs1 Be1 F3
mp-1018081,Cr1 Fe3
mp-1018096,Ba2 N1 F1
mp-1018097,Ba1 Ca1 O2
mp-1018150,Nb1 Te2
mp-1018635,Sc1 Pd3 C1
mp-1019743,Ga3 B1 N4
mp-1020059,Li1 Ge2 N3
mp-1021323,Li1 C12
mp-1021499,Cu2 Se1
mp-1021667,I1 Cl1 O3
mp-10228,Nb1 Se2
mp-1025291,Ti1 Nb2 Se4
mp-1025385,Ag1 P1 Pt5
mp-10261,Ti1 Ni2 Sb1
mp-1029422,Nb1 Zn2 N3
mp-1029474,Ca7 Si1 N6
mp-1029537,Ba3 Ru1 N3
mp-1029542,Na6 Mo1 N4
mp-1029573,Ba3 Ga1 N3
mp-1029741,Sr3 Ir1 N3
mp-1029779,Zn1 Ge1 N2
mp-1029878,Sr1 Mn1 N2
mp-1039019,Mg1 Al1
mp-104,Sb1
mp-1040467,Rb1 Os1 O3
mp-10422,Na1 Au1 C2
mp-10669,Ba3 Al2 Ge2
mp-10748,Ta1 Cu3 S4
mp-10749,Sr1 Cu1 Sb1
mp-10883,Al1 Cr1 Co2
mp-10884,Al1 Fe1 Co2
mp-1089,Ti1 Ir3
mp-10895,Mn2 Al1 V1
mp-10903,Al1 Pt1
mp-10967,Cd1 Cu2 Ge1 Se4
mp-1108,Ta1 B2
mp-11176,Ca3 Si4 Ir4
mp-11229,Y1 Al1
mp-11239,Zr1 Ag1
mp-11248,Li1 Au3
mp-11260,Ti3 Au1
mp-11282,Be2 W1
mp-11284,Ca1 Ga2
mp-1129,Sc1 Ir1
mp-11327,Rb2 Se1
mp-11407,Ga1 Pt3
mp-11452,Hf1 Os1
mp-11533,Zr1 Zn1 Ni4
mp-11557,Sc1 Re2
mp-11661,Zr3 N4
mp-11750,Ti6 Si2 B1
mp-11806,Li1 Mg1 Sn1 Pt1
mp-11984,Y1 Mg1 Tl1
mp-12029,Li2 Cu1 P1
mp-12098,K1 P2 Rh2
mp-1214,V1 S1
mp-1221,V3 Ge1
mp-1232,Mo3 Pt1
mp-12527,Ti2 Te2 P1
mp-12572,Ca1 Pd3 C1
mp-12724,Sr1 Zn1
mp-12806,Cu2 Ge1 Te3
mp-1282,V1 C1
mp-12867,Sr1 Sn1 O3
mp-13089,Cu2 Sn1 Te3
mp-13092,Zr6 Al2 Ni1
mp-13137,Hf2 C1 S1
mp-13160,Y1 Zn1 Ge1
mp-13277,Ba1 Li1 P1
mp-13313,Sc1 Tl1 Se2
mp-13520,Na2 Zn1 Ge1
mp-13590,Li1 B1 C4 N4
mp-13799,K2 Na1 Y1 F6
mp-13868,Pd1 F4
mp-13949,Cd1 Ga2 Te4
mp-14116,Cu1 Rh1 O2
mp-15236,Cr1 Sb1 Se3
mp-153,Mg1
mp-15397,Ti7 Al2 O15
mp-1550,Al1 P1
mp-15642,Sr1 Mg1 Si1
mp-1565,Zr1 O2
mp-15657,Ti1 Co1 Si1
mp-15702,Mg1 C1 N2
mp-15776,Zn1 Ga2 Se4
mp-1601,Ta1 Ru1
mp-16343,Li1 In1 Ge1
mp-16491,Sr1 Al9 Co2
mp-16526,Al1 Pt2
mp-16529,Al6 Ru1
mp-1667,Co2 Ge1
mp-1725,Ca1 Zn2
mp-1747,K2 Te1
mp-17546,Cs2 Ru1 O4
mp-1755,Zn1 Au3
mp-1784,Cs1 F1
mp-18427,Nb2 Al1
mp-18766,Si1 Ni2 O4
mp-18767,Li1 Mn1 O2
mp-18779,Na2 Cr1 O4
mp-188,Al1 Pt3
mp-18829,Sr2 Zn1 Mo1 O6
mp-18962,Sr2 Ca1 Mo1 O6
mp-19005,Y6 W1 O12
mp-19112,Fe1 S1 O4
mp-19167,Rb2 Ni1 O2
mp-1922,Ru1 Se2
mp-19308,Li2 Ni1 O2
mp-19435,Co1 Mo1 O4
mp-1984,Ta1 S2
mp-19851,K1 In1 Te2
mp-19943,Y1 Cu1 Sb2
mp-19955,Co2 Cu1 Ge2
mp-19970,Li3 Cu1 O3
mp-20025,Mn1 Ga2 S4
mp-2012,Li1 Hg1
mp-20196,Nb1 Te4
mp-2034,W2 C1
mp-20344,Fe3 Ge1
mp-20512,Fe1 Sn1
mp-2056,Ni3 Se2
mp-20622,Si1 Pd3
mp-20714,Fe1 Sb2
mp-2079,Rb2 P3
mp-20883,Fe3 Sn1
mp-20994,Ta1 O2
mp-21029,Li2 In1 Pd1
mp-21374,Cd1 In2 Te4
mp-2176,Zn1 Te1
mp-21859,Cu1 As2
mp-22079,As1 Rh1
mp-22095,Ga2 Pt1
mp-22151,Ba1 Ge1 Pt1
mp-22156,Hf2 In1 C1
mp-22212,Na1 Sb1 O3
mp-22318,Sr1 Al2
mp-22351,Nb1 Ru3 C1
mp-2237,Te1 O2
mp-22375,In2 S3
mp-2250,Zr1 Ni2
mp-22894,Ag1 I1
mp-22941,Ca1 Cu1 Bi1
mp-22962,Cs1 Ti1 Br3
mp-22975,Rb2 Te1 Cl6
mp-23054,Na1 Bi1 O3
mp-23102,Sr2 Cu1 Cl2 O2
mp-23157,Bi1
mp-23202,In1 I1
mp-23241,Y1 Bi1
mp-23279,K1 Bi2
mp-23954,Na2 H2 Pd1
mp-23959,K1 P1 H2 O4
mp-24045,Al1 P1 H4 O6
mp-24286,Zr1 H2
mp-2515,Cr1 Pt3
mp-2516,Y1 Zn1
mp-2611,Ba1 Ge2
mp-2637,Y1 Se1
mp-2644,Co1 Sb1
mp-2661,Sr1 Si1
mp-27275,Li3 B1 O3
mp-274,Nb5 Sb4
mp-27606,Zr1 As2
mp-27743,Bi1 F5
mp-2776,Ga2 Au1
mp-28020,Al1 Cu1 Cl4
mp-28166,K3 Br1 O1
mp-28302,K4 Cd1 P2
mp-28835,Li1 Sc1 I3
mp-29145,H3 N1
mp-2930,Mn3 Zn1 C1
mp-2931,Li2 Ti1 O3
mp-29403,Ga1 Cu1 I4
mp-29481,Rb2 W1 Br6
mp-29621,Ba5 Bi3
mp-29646,Hf1 As2
mp-29920,Rb5 Au3 O2
mp-30156,Li1 Mg1 N1
mp-30206,Cs1 Cl1 O4
mp-30242,Mg4 H2 O5
mp-30344,Li2 In1 Ag1
mp-30353,Ag1 Pt3
mp-30406,Li2 Tl1 Au1
mp-30671,Ti2 Ga1
mp-30768,Li7 Sn3
mp-30835,Ta1 Pd2
mp-30856,Zn1 Pt3
mp-30871,Ta3 Sn1
mp-30876,Zr3 Sn1
mp-30933,Zr1 Bi1
mp-31018,Sr1 Ag1 Bi1
mp-31055,Sc3 In1 N1
mp-31086,Na1 P5
mp-31148,Ba1 Zn1 Sn1
mp-31171,Zn2 Ag1 Au1
mp-31185,Mn1 Al1 Fe2
mp-31379,Zr2 Sb1
mp-31496,Li2 Sn2 Au1
mp-31624,Sr2 Ta1 Cr1 O6
mp-3173,Ca1 Al1 Si1
mp-31756,Ba2 Fe1 Re1 O6
mp-32311,Re2 Ni1 O8
mp-3271,Ti3 Al1 C1
mp-3299,Sr1 Fe2 P2
mp-333,Hf1 Fe2
mp-3397,Ba2 Ti1 O4
mp-3532,Cr1 Ag1 Se2
mp-3576,Hf1 Ga1 Co2
mp-3597,Ba1 Ru1 O3
mp-3637,Y1 O1 F1
mp-36779,P1 N1 O1
mp-3698,Sr1 Al1 Si1
mp-3726,Li2 Ga1 Pt1
mp-3732,Ti2 C1 S1
mp-37620,Li1 Mn1 O2
mp-3802,Ta4 Al1 C3
mp-3871,Ti2 Sn1 C1
mp-3889,Na1 B1 O2
mp-4002,Li2 Zr1 F6
mp-401,Sc2 S3
mp-4079,Sc3 Al1 C1
mp-4259,Ca1 Co2 Ge2
mp-430,Ti1 O2
mp-4354,Tl1 Ni2 Se2
mp-4396,Ba1 N2 O6
mp-4531,Na1 N1 O3
mp-4541,Na1 Cu1 O2
mp-4573,Tl1 Sb1 Te2
mp-458,Ti2 O3
mp-463,K1 F1
mp-4630,Li2 Ru1 O3
mp-4651,Sr1 Ti1 O3
mp-4668,K1 Co2 Se2
mp-47,C1
mp-4753,Al2 Si1 O5
mp-48,C1
mp-4826,Ca1 Cu1 O2
mp-4897,Sc1 Sn1 Pd2
mp-5012,Li2 Si1 O3
mp-504600,Na1 H4 Cl1 O2
mp-505572,Al13 Cr4 Si4
mp-505804,Ti2 Cu1 Sb3
mp-510409,Ti1 Si1 Ni1
mp-5146,Zn1 Rh2 O4
mp-530399,Li1 Al5 O8
mp-5305,Cu1 As1 S1
mp-538,Ca1 Ag1
mp-5414,Na1 Sb1 S2
mp-542640,Ge1 Pt1
mp-542909,Mn1
mp-546633,K1 Cl1 O4
mp-548469,Ba1 Zn1 S1 O1
mp-551685,Pb2 O1
mp-552454,Sr1 Ta1 N1 O2
mp-553932,Ga1 P1 O4
mp-554278,Ti1 O2
mp-5566,K1 Cu1 F3
mp-557133,Cs2 K1 Mo1 F6
mp-557397,K2 Mn1 F6
mp-557686,Zr1 V1 F6
mp-560963,Rb2 Na1 Mo1 F6
mp-560976,K1 Ni1 F3
mp-5615,Ca1 Ag1 As1
mp-563,C3 N4
mp-567551,Si1 C1
mp-567767,Co1 C1 N2
mp-567817,Hf1 Ge1 Te4
mp-568284,Sr1 I2
mp-568607,Al5 Mo1
mp-569204,Tl1 Cu2 Te2
mp-569484,Cs3 Ti2 Cl9
mp-569544,Zr1 Te1
mp-569594,Fe7 Mo6
mp-569849,Li15 Si4
mp-570684,Zr1 Os2
mp-570835,Ni1 Hg4
mp-571160,Tl2 Pt1
mp-571353,Ba1 Sn5
mp-571566,Li2 Zn1 Si1
mp-571599,Ba1 Bi2 Pd2
mp-573,Ni3 Se4
mp-5840,Li1 Sc1 O2
mp-5878,K1 Zn1 F3
mp-592,Ti1 Ru1
mp-5920,Li1 Al1 Ge1
mp-5933,Ba1 Ti1 O3
mp-5967,Ti1 Co1 Sb1
mp-600124,Mn1 Ni1 Sb1
mp-604908,Co1 Se1
mp-605034,K2 Ni1 F6
mp-6065,Sr2 Ga1 Sb1 O6
mp-608366,Cu1 N6
mp-608555,Cs2 Sn1 Cl6
mp-615314,Sc1 Co1 C2
mp-616378,Cs1 Sn1 I3
mp-6179,K1 Li1 S1 O4
mp-620571,Ca1 In1 Pd1
mp-629397,Fe1 Ni1 N1
mp-631303,In1 Re1 Ge1
mp-632442,Al4 C3
mp-633538,B9 C1
mp-636334,Sn1 Rh2
mp-640266,Ca3 Al2 O6
mp-641365,Pb1 W1 O4
mp-643265,Re1 F7
mp-643754,Hg1 H2 N1 Cl1
mp-644264,Ca4 Mg4 Fe3 H22
mp-649,Fe1 Pt3
mp-650,Be5 Pd1
mp-6564,Sr2 Mg1 Si2 O7
mp-6586,K2 Na1 Al1 F6
mp-672371,Ni3 Sb1
mp-675271,Na2 C1 O5
mp-675531,Na1 Bi1 S2
mp-675748,Zn2 Ge1 S4
mp-676512,Na3 Al1 F6
mp-684597,In1 Sb1
mp-685146,Cd1 Te1
mp-6870,K1 Be2 B1 O3 F2
mp-690789,K3 Re1 H6
mp-6950,Ba1 Sb3
mp-6959,Ga2 Ni1 S4
mp-7032,Hf1 Mo1 P1
mp-704645,Cu1 O1
mp-715493,V4 O7
mp-728,Li2 Pd1
mp-7298,Li1 Cu2 P2
mp-7302,Cr1 P4
mp-7359,Ba1 Ag1 As1
mp-7440,Na1 P1
mp-7506,Cr5 Si3
mp-752730,Ba2 Ge1 O4
mp-752927,Li1 Ag1 F2
mp-754009,Sc1 Bi1 O3
mp-754134,Hf1 Zr1 O4
mp-754165,Sc1 Ga1 O3
mp-754515,Ba1 Mg1 Ge1
mp-754516,Li1 Ni1 P1
mp-754553,Zn3 N2
mp-754741,Zr1 O2
mp-755144,Na1 Li1 O1
mp-755175,Al2 O3
mp-755300,Ti1 O1
mp-755318,Sc1 H1 O2
mp-755352,Li2 Hf1 O3
mp-755895,Ba3 Zr2 O7
mp-756132,Cu1 Sb2 O4
mp-7573,Co1 B2 W2
mp-7576,Cr1 Si1
mp-758741,Li1 Fe2 P2
mp-7618,Cs3 Y1 F6
mp-765508,V3 O4 F2
mp-770690,Mn3 Te1 O6
mp-774192,Li2 V1 O3
mp-776651,Mn3 Ni1 O4
mp-7781,Ca1 Zr1 S3
mp-7801,Ca1 Ge1 N2
mp-7804,Hf1 Co3 B2
mp-7832,B1 W1
mp-783905,Na1 V2 O4
mp-7846,Zn3 P2
mp-7848,Al1 P1 O4
mp-7863,Rb2 Sn2 O3
mp-7881,Sr1 Cd2 Ge2
mp-7898,Rb3 As1
mp-7928,K2 Pt1 S2
mp-7940,K1 Nb1 Se2
mp-811,Ba1 Pt5
mp-8159,Tl1 Cu4 S3
mp-8177,Hg1 F2
mp-8200,Ag1 P2
mp-8237,Ba1 As2 Pd2
mp-8262,K2 P3
mp-8280,Ba1 Mg2 As2
mp-830,Ga1 N1
mp-839,V3 Au1
mp-8577,Sc3 Ga1 C1
mp-861639,Ti2 Co1 Ir1
mp-861640,Ti2 Al1 Re1
mp-862600,Be2 Pt1 Rh1
mp-862609,Sc1 Re1 Tc2
mp-862710,Sc2 Cd1 Tc1
mp-862716,Li1 Ag3
mp-862717,Li1 Al1 Au2
mp-864650,Ta2 Os1 W1
mp-864896,Zr2 Co1 Tc1
mp-864903,Mg1 Ta1 Ru2
mp-864949,Mn1 Ga1 Rh2
mp-864951,Mn1 Al1 Os2
mp-865162,Mg1 Ge1 Rh2
mp-865163,Hf1 Be1 Rh2
mp-865430,Y1 Te1
mp-865442,Ti1 Al1 Os2
mp-865444,Li1 Sc2 Pt1
mp-865499,V2 Tc1 Os1
mp-865548,Ti1 In1 Co2
mp-865650,Ti2 Tc1 Ru1
mp-865659,Y2 Zn1 Ir1
mp-865712,Ti2 Mn1 Ni1
mp-865728,Ti2 Re1 Ni1
mp-865798,Ga1 Cu3
mp-865888,Ti1 Sn1 Ru2
mp-865912,Li1 Zn2 Rh1
mp-865924,Li1 Zr1 Au2
mp-865933,Li1 Si1 Ir2
mp-865935,Li2 Mg1 Sn1
mp-866083,Zr3 N2
mp-866121,V3 Os1
